feature_path,language_code,language_label,client_id,split,original_path
common_voice_zh-CN_18997460.npy,zh-CN,zh,4a3b12300b06f8cc6a9bfe35cba678760bb7a84a2e1b15b8af8979ee6b7bb382d01d51de03d0bccfa1a2e88f0fdb01f7383524899ed80c1021068e46be315be1,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18997460.mp3
common_voice_zh-CN_18772795.npy,zh-CN,zh,8f44672518c4ceaf145d437b16844eef8a019f7d0a9e35174c5335901be2849599b8e2bd00d78db77dfadace67db6e702eb1fb92f5612a534dd1226e69f5f2b1,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18772795.mp3
common_voice_zh-CN_19003543.npy,zh-CN,zh,d3281ec5fafafb034337f5ee8d78be1ced4263ca198f4b1209953bf389f2ef08a67a0f210424232add6bcb375366a43439336eb473526871ecde07ee81e97c18,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_19003543.mp3
common_voice_zh-CN_18987860.npy,zh-CN,zh,e83a4d62348be4b482b033fa11aed5bd3c3f87ef1e8fd0a4a835afad2e68af42ac0494d898e4d9447d211ac5ca8fcbcf17d450b433e14f923ef107f94089396c,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18987860.mp3
common_voice_zh-CN_19003319.npy,zh-CN,zh,dbe8afaaf74d335c97357450d3912a07de1be294d046d0f86ea781172229cd549723e14809c6f857ae080a1158abc1c811d988d08df642d10d038f0475502215,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_19003319.mp3
common_voice_zh-CN_18995391.npy,zh-CN,zh,45a4a4307222d5eb76db8787a0fffaa72b4f301b221bcdf3cfa33fdf727a9769462a58279d86f49eb00f199c9c6202197ce186ce802f7c91b66851870266437a,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18995391.mp3
common_voice_zh-CN_18832114.npy,zh-CN,zh,7ac1d283af5d5bf39005941300bd1e392c00f4e84a209556ac757e39d872aafbcfa40993d0044db762920b874ba00b34be1a228fb292baaccb39c72fa4de8da4,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18832114.mp3
common_voice_zh-CN_18788478.npy,zh-CN,zh,27ee406d8a0e0d05f73608a2b65a70e6011f9100517c15cad2a36d26c7591a3c4c9e751979050a5bbf6cc3ffe4080f658eee220d46c8a483ea9cbc92069573cf,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18788478.mp3
common_voice_zh-CN_18990057.npy,zh-CN,zh,dde89e8b33f029e76129c8f048773c2a6e53ad1790867c945dc72b7d877c7f5db912af7638b26bab430931f3eb5c10ee71111ebbbefa465358d4c314834ff0b6,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18990057.mp3
common_voice_zh-CN_18714679.npy,zh-CN,zh,cffc44fd9555d6dc96ab4062433871a6be0e26fca76338c7f04becb703bbf15dd7450f768015d29111cf5c3c09873a00039302c80f6f327b94f5c018157bf5a9,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18714679.mp3
common_voice_zh-CN_18988187.npy,zh-CN,zh,4c5199275cf52437170f4c231ca80134d40cdd539fc2a459c30c24eb57a039672ab088402f2d11aee944160f9950bdb44a0519be6c08b7ee4db019cb9c84840a,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18988187.mp3
common_voice_zh-CN_18651790.npy,zh-CN,zh,104c3025a0902e395869810c6fe3db576c2aa01c8d068c86ab05e1fc7860b9a10b41776d38610a0c833fd5900f2d0ae60552280e437c1b4cb36c9c59e016c3c2,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18651790.mp3
common_voice_zh-CN_18888708.npy,zh-CN,zh,46a2db955559ced3dfae7d5b45291380b7358103faf0b2fd71a52fff46cfa79d39015c2e9eb9f063aaee1f8bd21f573ed72cacecd96da91120837863f6417862,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18888708.mp3
common_voice_zh-CN_18986535.npy,zh-CN,zh,5c06a817934be38dbb45c3f9d90c5f7afe205ffbd570945bf642baf42dd929345b04d312eda33136d71296130f7e35a2d1463ad184a982e2dbb882f8e53f89ed,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18986535.mp3
common_voice_zh-CN_18987954.npy,zh-CN,zh,022f464224b5f90ca6643bbb9caaa67562cf03290170201411903233fb437b14ef1b892cb7c553af88c74c1a35538be7767b75ca535d686edb1b4b43bfc32439,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18987954.mp3
common_voice_zh-CN_18995420.npy,zh-CN,zh,0338be23bac3c93773af14af57470e04b8e882d47c02eb7fbba84f578feaddbcdc5576ec60f56acaa98828178f33e800fad0e53cbdacb1ea825c6b2d71e0ac03,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18995420.mp3
common_voice_zh-CN_18682401.npy,zh-CN,zh,f61e1fdd320d1001c14b9fe7596a2dbfebf851d26a3cd29fa2668d25c13a7b3fcde9a959378626713ade7264ca3cbc63256b92efaff65a74c55f07e4d2d25446,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18682401.mp3
common_voice_zh-CN_18992122.npy,zh-CN,zh,e218b56740247456cf1d549c0b4b4eeecab509baf7189eb71efdd92b2522d7443ad3ad5a4cd707c18910882ea350848a1dcf26d74956bcbee973ae3c85537d32,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18992122.mp3
common_voice_zh-CN_18986742.npy,zh-CN,zh,c11741285f7c6c5bfcf7536fc608f6d4192fa0e411257f57d05a160c71bd9d0aea35ca49a4dfa2e8fad5cbfcd6c0f7fca6081a65439d8bec84ed7017fb11ccee,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18986742.mp3
common_voice_zh-CN_18776489.npy,zh-CN,zh,e55ebd7dd56df708437e8de4d7a27805d125d3ee25cf99fb79ce3fc7adda747fb22b33d632144c6482315b21e659353ed9480997ebb2970e88e0e837305256b7,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18776489.mp3
common_voice_zh-CN_18597869.npy,zh-CN,zh,d5b220ece8e74e27e79b186e6af9acd64537b2ff3f51fca7aa303b4d1b00253988e06dfc4c48dcc89428902d801282ccd05fe631b61fb800d12f65fa07866539,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18597869.mp3
common_voice_zh-CN_18940764.npy,zh-CN,zh,ebb801e0bf8aed0e39b4bfbfbd7493e47f73b0604805605f4e52c91116b45fd089a0900fb968f4be17522010fff2f0bba513505c2c9bc0304531d503b1c2d4a8,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18940764.mp3
common_voice_zh-CN_18986625.npy,zh-CN,zh,987458265474792b75674dcbc4f46558dc42590476f26b218e4bcfc4dbfd153b7612b4552db6a3d095542de21afbf95529a707c465bd7ab8c995e71a12cb6d7e,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18986625.mp3
common_voice_zh-CN_18618887.npy,zh-CN,zh,efb95af4464f87f86edbf1accd4d8b4645a82d618f12532529375d79a51c538b38c04149b5d5f7c66ed36176f90330cbf3f10095cf69e1389374bd13daf97651,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18618887.mp3
common_voice_zh-CN_18980324.npy,zh-CN,zh,35fba2b40908d19f5978649039afdf2a34bba1926b06831a99e05b3fc6ff2728488d7e84f96c10b749299c5705d7b87440f65380746db85673b876e823dd1ee6,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18980324.mp3
common_voice_zh-CN_19080527.npy,zh-CN,zh,85d827761aeb4e4d02d9fb2bcd5d2765f2a2ab495b40b44a97446b0d6076e5fa552a8268c119b1d32eeabcc2b038726839e4def155438752f71e2a85f53cfbce,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_19080527.mp3
common_voice_zh-CN_18853001.npy,zh-CN,zh,129ed82e4906544004008c1fed2b55e324dd48394859ef48fe0d38503506af85ca2703c7fc52bda1002c86409b508fe0f046a1c6c27186b42e38ba34f32173aa,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18853001.mp3
common_voice_zh-CN_18988030.npy,zh-CN,zh,a45bf9d2a3b856aadd392061d9e32f73bcd1b62c22634e8f50b0dd0c153df4620870154cdb7ff68f721cc28673a552f828ae316616b3f9fbf7104ab03d410a86,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18988030.mp3
common_voice_zh-CN_18987360.npy,zh-CN,zh,c6b96647d1f9a22ecb67b021809a64aaedff4495b51f35dbd6d52f598b1ad4b9db1cf0444b5f89bac6eff539c344c07cc3a98f5e794bf4c452b11c7bd931c136,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18987360.mp3
common_voice_zh-CN_18980508.npy,zh-CN,zh,81ce40c5f3f4fec962a1298dabb8b586f67a913dae3d4f6a978768fd3da9f4a38eae1b959a37c75c1366345ff65c8c930b16000274ff792a6d184d3dc7358a47,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18980508.mp3
common_voice_zh-CN_18811713.npy,zh-CN,zh,669ac62aba27ffe1f488eba4d0c563f75d1963ebb8220eed277d4cb12cb98d458eba5649f49a153b438d5323e2265166fff0e78a4029862e762f5b8e9ecac8bf,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18811713.mp3
common_voice_zh-CN_18802273.npy,zh-CN,zh,71c82cd2e1e11612f24b8d611c3ada9133879973207964019db193cab900c2658060f7fc0335e2502b8de5774e3c8f0d39bb42855bdb45a53ed1388a73148888,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18802273.mp3
common_voice_zh-CN_18980974.npy,zh-CN,zh,00290d155bd366cfcbf99c5a4f80d706fd144231dfaddb838f80be7688a1dceb90bcc5ba630e505847d34dc10a6e720a78f44c2b6cd323dae94b4af375622fcd,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18980974.mp3
common_voice_zh-CN_18594907.npy,zh-CN,zh,1fb8b86914f930552bddc67ab2dd10e7f021eb3e20df8fe8f3c3d0c7c763df4bae9545e91b9e2b796be69f40d40b129bc4377834f8c7d2c613233b176fbd14f5,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18594907.mp3
common_voice_zh-CN_18792450.npy,zh-CN,zh,0839781eddfb34a791afeadff5a861e7d79dfe13d188bd5ebe67b8d7cc16ce42c2535aaf02419b65115006a9f5a9efd79b64abdfa2ac2612233768dd39bc6eec,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18792450.mp3
common_voice_zh-CN_18995774.npy,zh-CN,zh,18ae8ca92d00a2996451c2e622a85b2d559074f6781a124ae3983d8d7d08d800cbfcdf8bdf86b2e4c6fb252bb9fee3e15e7603c56ca3705ce02f31979ddf485e,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18995774.mp3
common_voice_zh-CN_18722445.npy,zh-CN,zh,cae9b0edfb81c77976c099039fbbbad707925aec548b507aacf343609843fe2fd1de2fc48a67ef2e8472b8d7d16e66869f387484f89bc92e33ff03406aaab2cb,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18722445.mp3
common_voice_zh-CN_19063809.npy,zh-CN,zh,cf7f4dc457a2d4f9e9f26016ab5d24c5b5551ec3512cce156611c86caca3116425902651e9c9a2775282ac39b911a5f82013bf0629adcbaa82446603c71576a3,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_19063809.mp3
common_voice_zh-CN_18648896.npy,zh-CN,zh,92d431dbf0e2aca1c52d94be4e750340a04f8bfd195cc6c12123afe829515ce5ef83fbb1ff74490279fe75742718ed603f8f6418d7f7394ea72c41f77247877c,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18648896.mp3
common_voice_zh-CN_18789516.npy,zh-CN,zh,7c90cb836fc61e2330a630885f158a38293761a35af685a3ac9958972885f51e16faa3e9b39820f92b98f72dd1d2607172e34d188c75bbe2e9703613765d9af7,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18789516.mp3
common_voice_zh-CN_18594911.npy,zh-CN,zh,d3e0e9422865025fc59a213d6ba20e27d738a064936f3cb1e0c81afd0d0e3ad608402d99fe1f05d59189677a1b6daa0479d6e2a8d09e22c8126c1e3090b33465,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18594911.mp3
common_voice_zh-CN_18732451.npy,zh-CN,zh,b0a22eecbae2ff94018b3ed16ccf229ce67d51f374f1c19914672f67dce8771ed371d11bae550b874666ea98a09647e0d4a5e4a7c88af51690668e40a76e3736,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18732451.mp3
common_voice_zh-CN_19000528.npy,zh-CN,zh,a8b49fe516539265c9632ebc7d1f1999707056ad2013fc40bd679fef69103053ddf2f0769a6ef91cbeb4c631c1fdfd7d259886bbad175f1b6548db87c620572b,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_19000528.mp3
common_voice_zh-CN_18730772.npy,zh-CN,zh,e92287fab5a1e708518791f327ba7f242d0be19f535f56a394d85da284a30542f9321015306719ee6d7dbcbd42adc66903a0b025e644f9bb47b3ca09b53ebac3,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18730772.mp3
common_voice_zh-CN_18944422.npy,zh-CN,zh,77bb8109e8acb1dc4dbc473cf1682df8960485512f18a7cf7f1f884ee347ec11059a73094199881a32a2a2b85efbd7e78d0123091dbb612a5224ed1fbd9b82fb,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18944422.mp3
common_voice_zh-CN_18987385.npy,zh-CN,zh,4f7894028090996962e4b6d48b6b27dbc9b174ebd47234784af5313d47a54a945d9ca73d34d32b76e19903d9d70ef4f9e322d2b5d3122dce0542568e8cb8c065,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18987385.mp3
common_voice_zh-CN_19062681.npy,zh-CN,zh,2ac9a8f9effb8a010f6529f9ff440a0fdf3fa0c16e6aff6c586330ba34be8819eafa112f6c8eff79f429f5234963ee6582460d947d5d764bd9294b98b91248e9,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_19062681.mp3
common_voice_zh-CN_18986599.npy,zh-CN,zh,f621387fc729554a72c40ea6e93244ceccf593818d46f751095208cc4614849a2b7cde82622793e5547206fff14f10b375a38ce46e0d9b91b1f04156c51b4d05,train,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18986599.mp3
common_voice_zh-CN_18988227.npy,zh-CN,zh,df8c6f9ede2bb64d2e8f741f7255d29129e6931b039e8922f250fe40573ef1fecb03c890fbd2ca253ef4f191c49b026261350353a92c0d5df360d439d602aae9,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18988227.mp3
common_voice_zh-CN_18983159.npy,zh-CN,zh,99bc6c876a1b97d538c1417a015a2cf2d8acea59fa1a44beeddf171e69491d2a3fd63faf335d3651f395026dcc0ec624d692e25b9691f01b77dc35e785914856,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18983159.mp3
common_voice_zh-CN_18992975.npy,zh-CN,zh,e83ee6d99a0eb0abc73adda4061411c9d83b3d38892c1dddfcafa3ac3d37c3631920b043b4aa88d11987e5c5ea6ea67c7ec39fdaee4249ea82ef82c1c45cd967,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18992975.mp3
common_voice_zh-CN_18978133.npy,zh-CN,zh,5ec0a85c0436ec518f606ca077dc061f7823d99edf6e6b7515ceba0887c5947fd2748e544f1cedb3463249a1f46c9c5f5298553b28f8823edf41dce43e3cc02d,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18978133.mp3
common_voice_zh-CN_18983040.npy,zh-CN,zh,d664a7e02d87a710cf3f26274d2b1aa5e46dbd974adc959e7b40252ac69bc978e005dd45bbc3f0a4a01657daa7b8deaa23d18ede7a1d3bba8ec433630b35ac1d,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18983040.mp3
common_voice_zh-CN_18836177.npy,zh-CN,zh,bb0514336e25aa2e14edb2a26bafb54571c1ecbf19a463ede1881d291e884ebb7e0711f7dd87f5276a8165fa20e8c1577f2f43784e9ea8b8c11e9c6b916aeeee,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18836177.mp3
common_voice_zh-CN_18988182.npy,zh-CN,zh,4059d188dfcada09714c85d696fc25c59f9b325e9bbffd41d25a8413b7555201d6ea260f003ebbf27cb73276e854aa801dc26ff356708d22bcf9b30f1e7b0f26,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18988182.mp3
common_voice_zh-CN_18991385.npy,zh-CN,zh,98a88838caf4feca34c262d3841e619b229cb0d3a834a9d74aaf82539bfa086246ad6dca2aeb4d87993157362972326f1d6e4aebc348b5584590d49c0bac30c1,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18991385.mp3
common_voice_zh-CN_18845665.npy,zh-CN,zh,b816bd43f4bf9bd50e0fe3524db29447845451887624dda4448fba820b76004c6a4e9a5c8492024e6f8f87cabc455a3de61329e3c02f281cd8b5f4f0d8eb0400,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18845665.mp3
common_voice_zh-CN_18978427.npy,zh-CN,zh,955e25b469cb5221baff1d2287b3a744afee0b793e41ea29f6e4c007675bfca4da03b4fdd488c1e18d0a45b97a474e691829ee99e7947ded153b6a1d619ff338,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18978427.mp3
common_voice_zh-CN_19011178.npy,zh-CN,zh,1a48f30585b2a59d2ac25d9c57838567ea2e69c9dfdb49d622332237a67a8025b418e3ca65327d1b99f4547ea5c6d23d18abe87939b7d1389ac7aa5324944c28,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_19011178.mp3
common_voice_zh-CN_18688577.npy,zh-CN,zh,bb15697194d7e6361f2182ebd816e1375c8fc3b3fb57dfe27356d97f03ad06ec27d8163d515a37987d4664b5ce73857f14ee5ce608cfbd0db9b10088d524d346,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18688577.mp3
common_voice_zh-CN_19000617.npy,zh-CN,zh,853dcddc78037ba55ce9d8d05c62d72edd5bdec685d0024c75891c4eea68fb693da51f1f8fdd23d3d1bc7ee6e5f30dd02698c964f3952bce82886329d0081409,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_19000617.mp3
common_voice_zh-CN_18999655.npy,zh-CN,zh,662ff665437e26b4488dbf403805aa5a02aa5b1f7f5e09c083922902f93513d1edb7bbb9d9764aafd2535dd33de61f39dfff03e9a7e6c3f516f1d3702c63b411,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18999655.mp3
common_voice_zh-CN_18978598.npy,zh-CN,zh,89b1cf6b3fea11f1c67af0a923801b3f971fce462ff4ddaec1f4369b983cb5c90a6d79da6a2b1d9cf9e78eb2496f97be42f9d56d47d01895e642a4281c167e81,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18978598.mp3
common_voice_zh-CN_18532640.npy,zh-CN,zh,91be8f1d80e937342a645cf8218b5d52318c6f56851925981e63e94ad9c01687718198e8501c8ae65fa468529331ec636be23fa4af2b7bd78003b18d38a166ed,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18532640.mp3
common_voice_zh-CN_18984455.npy,zh-CN,zh,48044757ea3c4751d810fa7aff8c7e0dec309b91f3622e1dce2a8e66a0b02d3432234e52b593eb37c7f194ca6c20c4e406a7a293dce0d9e8796bc7862cdf324a,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18984455.mp3
common_voice_zh-CN_18985296.npy,zh-CN,zh,66570da7a446e4227afa61e056ecc6b7caf3a1fa19b68cba904bea7c41e1ff3ccc696ed059589472e4766d779c9350a4fab459039b5568b4a85248829a44cedd,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18985296.mp3
common_voice_zh-CN_18875941.npy,zh-CN,zh,cd3ece2da6b3728fa3405a444cea30e4fcafff7006718d034f74353b6fc0d1686aee50e9a0d690e45b642490d4ea34f08cd8bc7e814729fddb6e71b2ce766432,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18875941.mp3
common_voice_zh-CN_19006893.npy,zh-CN,zh,8d1b726ef835252129b1944faccaa0084731c23c13c2a2127fb94499e254586ce97b70327c830ea97a11fda4cf911c6b3323eea61873942dc55c3081fd1149ed,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_19006893.mp3
common_voice_zh-CN_18983664.npy,zh-CN,zh,b79621b4930c2aa00b8754686ecf26895c2880d9de4bc1d8a2c8da3615fe0ee27988a8d8ba4ed729298aa99b5785522570e53d019bc11b58e065e5564eb96709,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18983664.mp3
common_voice_zh-CN_18603846.npy,zh-CN,zh,3858ca6d39f4935f7e61e5a550ad55c6e09f5370a37920fafa84f229f2be1fabe0b0c433afe2af63486936d74f4633ac120e91e920234bebd4cedb111776036d,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18603846.mp3
common_voice_zh-CN_18979024.npy,zh-CN,zh,8470b5315c51118510da2c49e82211b113dd53b7697cebdf7d9b7c0919d58991d2342e2ff0e39f0b28f719324c43be6f2304e54a6a7d17fc6c191a9746ed4ba7,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18979024.mp3
common_voice_zh-CN_18986708.npy,zh-CN,zh,b65d4c0b13b4abb28b49fe41cbff82ec6546eaa49309582b1c0205374dd6d26d3ae0a3ab94956902624152c75f31755b9aff6126e3fee5e010060fc8c66070b2,test,data\raw\zh-CN\cv-corpus-24.0-2025-12-05\zh-CN\clips\common_voice_zh-CN_18986708.mp3
